Team,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Week 17,Week 18
ARI,0.17448048524789928,0.4712068911163546,0.24382907027440515,0.3949624082116642,0.39551216512305565,0.2509033892243032,0.4772906347778446,0.4695626812260538,0.7121399445562123,0.6517181233469166,,0.36451981450410387,0.2591866971777157,0.4860536184798398,0.8138313235640143,0.6865200439279104,0.3508511463127286,0.518940931887009
ATL,0.49482518477839493,0.14177804299013785,0.2227174497840263,0.7095913145667347,0.4404835075647281,0.6811365836028835,0.4798359419979025,0.32317910649978887,0.6349240566497727,0.5971009114398611,0.38950343089304207,,0.47108230743408547,0.2544344156533913,0.6329283119031335,0.7727842683264753,0.27860335784423096,0.7788539153167916
BAL,0.38627438221524535,0.9114686118241847,0.7925392720016334,0.5517638666449983,0.650582356075462,0.6975166184058087,0.6336018089886097,0.8720938218463312,0.7920785167252805,0.7542853793982599,0.6826983047596238,0.661749423830878,0.4965750535688488,,0.881947178317165,0.7800915566542002,0.6748930436906733,0.9183097427751776
BUF,0.8255195147521007,0.765361097849388,0.921730869241542,0.4482361333550017,0.6840830573928727,0.8070259344295365,0.9209117576979146,0.6788299672832474,0.8432088488807743,0.8031026481093331,0.519789656631974,,0.7989910002494707,0.6657221816177943,0.41882469445605863,0.9415469309476024,0.8733379413371201,0.9071481023887422
CAR,0.3507828229845118,0.24512201868879657,0.38598994128661135,0.2360786187322988,0.34794148176644546,0.3188634163971164,0.12342376491044715,0.18871216302961968,0.4711321404755421,0.5535686163238173,,0.0945845290748244,0.22301188296161475,0.05680760921163974,0.3880301437791947,0.3134799560720895,0.14827437449539516,0.2211460846832084
CHI,0.6212365359918154,0.23372426616050235,0.36489052697467017,0.3162412022243527,0.6520585182335545,0.6238917793629769,,0.17046999253057782,0.2878600554437877,0.6940877293372433,0.22276938842034372,0.2304095699690648,0.09215514366361044,0.25350601666233785,0.15368325421926865,0.1433672226204465,0.3292453951188761,0.14809765682473675
CIN,0.8659367307950276,0.20839948923019735,0.4909759799948071,0.7639213812677013,0.34941764392453795,0.7575694612504862,0.7403906593837888,0.29208069383788055,0.8115479690489557,0.2457146206017401,0.45004224748735255,,0.5973895634667701,0.6150760177086739,0.7390429106675063,0.8246246819660374,0.614412883443125,0.4736743667947292
CLE,0.41841095368249975,0.43888215708044487,0.5845305595390518,0.41631968218868887,0.13775057057012863,0.06396600649084672,0.25960934061621116,0.1279061781536688,0.2692364414649268,,0.3800584836268409,0.2883522977711523,0.20881221274650452,0.19727713706501282,0.10596841751205367,0.17537531803396256,0.3706335126424918,0.08169025722482237
DAL,0.5815890463175002,0.6433651456944018,0.2074607279983666,0.6036507415769745,0.3048940374493716,0.1884520309510444,,0.3202768075277943,0.3650759433502273,0.16742330192340685,0.4109837733369687,0.2218703419332565,0.7151847140533493,0.38492398229132607,0.6119698562208054,0.3675829635497825,0.10870864984363371,0.3197763056171736
DEN,0.4058133911760021,0.5445564919587941,0.36823410858759886,0.5747113989095204,0.7762942388474235,0.5208878360625898,0.6440073375026545,0.8112878369703803,0.2079214832747195,0.1750140643621152,0.6104965691069579,0.6779135970177937,0.7911877872534955,,0.6848389665938797,0.3973785186287303,0.38558711655687505,0.2591290986533399
